Bezirk,Ortsteil,Straße,Str. Anfang,Str. Ende,Ortsbeschreibung,Stadt,lat,lon
Reinickendorf,Wittenau,Eichborndamm,Olbendorfer Weg,Im Hufenschlag,geg. Nr. 139 BVG,Berlin,52.5780006,13.3157197
Reinickendorf,Wittenau,Gorkistr.,Am Kesselpfuhl,Grünlandweg,geg. Nr. 188 BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Wittenau,Gorkistr.,Rosentreterpromenade,Am Hügel,E. Am Hügel BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Wittenau,Gorkistr.,Am Steinbergpark,Am Hügel,Haltestelle,Berlin,52.5931718,13.3121624
Reinickendorf,Wittenau,Göschenplatz,Göschenstr.,Oranienburger Str.,Nr. 187 (Haltestelle),Berlin,52.597614,13.3318694
Reinickendorf,Wittenau,Göschenplatz,Oranienburger Str.,Cyclopstr.,Nr.184/ Cyclopstr.,Berlin,52.597614,13.3318694
Reinickendorf,Wittenau,Hermann-Piper-Str.,Olbendorfer Weg,Nietheweg,ecke Olbendorfer Weg,Berlin,52.5858525,13.3258722
Reinickendorf,Wittenau,Hermsdorfer Str.,Lange Enden,Spießweg,o.Nr./Lange Enden (Haltestelle),Berlin,52.5977851,13.3234258
Reinickendorf,Wittenau,Hermsdorfer Str.,Blomberger Weg,Nicht zugeordnet,Nr. 13-14 Schule,Berlin,52.5977851,13.3234258
Reinickendorf,Wittenau,Jansenstr.,Rathauspromenade,Im Wolfsgartenfeld,E. Rathauspromenade,Berlin,52.5848766,13.332955
Reinickendorf,Wittenau,Jean-Jaures-Str.,Jean-Jaures-Str.,Nimrodstr.,Eing. S-Bhf. Waidmannslust,Berlin,52.6046105,13.3218831
Reinickendorf,Wittenau,Jean-Jaures-Str.,Hermsdorfer Str.,Rue Montesquieu,o. Nr.,Berlin,52.6046105,13.3218831
Reinickendorf,Wittenau,Jean-Jaures-Str.,Nicht zugeordnet,Rue Montesquieu,o. Nr.,Berlin,52.6046105,13.3218831
Reinickendorf,Wittenau,Jean-Jaures-Str.,Rue Montesquieu,Hermsdorfer Str.,o.Nr./Hermsdorfer Str.(Haltestelle),Berlin,52.6046105,13.3218831
Reinickendorf,Wittenau,Olbendorfer Weg,Pannwitzstr.,Windhalmweg,E. Pannwitzstr.,Berlin,52.5827642,13.3245469
Reinickendorf,Wittenau,Olbendorfer Weg,Rotbuchenweg,Eisenhartsteig,Nr. 47 / Rotbuchenweg,Berlin,52.5827642,13.3245469
Reinickendorf,Wittenau,Oranienburger Str.,Göschenplatz,Oranienburger Str.,Nr. 188,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Oranienburger Str.,Eichborndamm,Nr. 194,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Oranienburger Str.,Eichborndamm,Nr. 190,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Göschenplatz,Göschenplatz,o.Nr.(Haltestelle),Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Wilhelmsruher Damm,Oranienburger Str.,Nr. 89,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Oranienburger Str.,Göschenplatz,Nr.94,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Göschenplatz,Nicht zugeordnet,Nr. 98,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Roedernallee,Techowpromenade,Nr. 204,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Eichborndamm,Roedernallee,Nr. 197 BVG,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Roedernallee,Wilhelmsruher Damm,Nr.83,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Alt-Wittenau,Frommpromenade,Nr. 61 BVG,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Hallichpromenade,Techowpromenade,Nr. 80,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Techowpromenade,Roedernallee,Nr. 80b BVG,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Techowpromenade,Hallichpromenade,Nr. 206 BVG,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Alt-Wittenau,Taldorfer Weg,Nr. 221 BVG,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Am Nordgraben,Taldorfer Weg,E. Am Nordgraben BVG,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Taldorfer Weg,Alt-Wittenau,ecke Alt-Wittenau,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Taldorfer Weg,Am Nordgraben,Haltestelle,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Oranienburger Str.,Göschenplatz,Oranienburger Str.,Nr. 98a S-Bhf.,Berlin,52.595288,13.3329248
Reinickendorf,Wittenau,Pannwitzstr.,Nietheweg,Rotbuchenweg,Ecke Rotbuchenweg,Berlin,52.578584,13.3186986
Reinickendorf,Wittenau,Rathauspromenade,Kossätenstr.,Treutelstr.,ecke Kossakenstr.,Berlin,52.5871727,13.3299433
Reinickendorf,Wittenau,Rosentreterpromenade,Rosentreterpromenade,Rosentreterpromenade,Stirnseite Mittelstreifen,Berlin,52.5970887,13.3156088
Reinickendorf,Wittenau,Taldorfer Weg,Techowpromenade,Jathoweg,geg. Jathoweg,Berlin,52.5880932,13.3325671
Reinickendorf,Wittenau,Techowpromenade,Spießweg,Frommpromenade,ecke Spießweg,Berlin,52.5930716,13.3335694
Reinickendorf,Wittenau,Windhalmweg,Puchertweg,Olbendorfer Weg,Ecke Puchertweg,Berlin,52.581306,13.3203588
Reinickendorf,Borsigwalde,Borsigwalder Weg,Conradstr.,Letschiner Weg,Nr.39,Berlin,52.5871897,13.300903
Reinickendorf,Borsigwalde,Borsigwalder Weg,Conradstr.,Letschiner Weg,Nr. 34,Berlin,52.5871897,13.300903
Reinickendorf,Borsigwalde,Borsigwalder Weg,Tietzstr.,Klinnerweg,E. Klinnerweg,Berlin,52.5871897,13.300903
Reinickendorf,Borsigwalde,Borsigwalder Weg,Schubartstr.,Eichstädter Weg,Nr. 43,Berlin,52.5871897,13.300903
Reinickendorf,Borsigwalde,Conradstr.,Borsigwalder Weg,Ernststr.,Nr. 33 BVG,Berlin,52.5814408,13.3020377
Reinickendorf,Borsigwalde,Conradstr.,Borsigwalder Weg,Ernststr.,Nr. 47 BVG,Berlin,52.5814408,13.3020377
Reinickendorf,Borsigwalde,Conradstr.,Ernststr.,Sommerfelder Str.,geg. Nr. 22,Berlin,52.5814408,13.3020377
Reinickendorf,Borsigwalde,Conradstr.,Ernststr.,Sommerfelder Str.,E. Sommerfeld Str.,Berlin,52.5814408,13.3020377
Reinickendorf,Borsigwalde,Conradstr.,Sommerfelder Str.,Ernststr.,Nr. 30,Berlin,52.5814408,13.3020377
Reinickendorf,Borsigwalde,Conradstr.,Borsigwalder Weg,Vietzer Zeile,Nr. 54 BVG,Berlin,52.5814408,13.3020377
Reinickendorf,Borsigwalde,Ernststr.,Räuschstr.,Conradstr.,Nr. 55 BVG,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Ernststraßenbrücke,Jacobsenweg,am Ernststraßensteg,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Borsigwalder Weg,Drostestr.,Nr. 20,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Conradstr.,Räuschstr.,Nr. 56,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Räuschstr.,Schubartstr.,Nr. 68 BVG,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Räuschstr.,Schubartstr.,Nr. 66,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Tietzstr.,Klinnerweg,Nr.78 Kita,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Klinnerweg,Miraustr.,Nr. 96,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Ernststr.,Borsigwalder Weg,Leuenberger Zeile,Nr. 23,Berlin,52.5829759,13.2974676
Reinickendorf,Borsigwalde,Holzhauser Str.,Jacobsenweg,Holzhauser Str.,Nr. 51/53 BVG,Berlin,52.5763431,13.2950446
Reinickendorf,Borsigwalde,Holzhauser Str.,Schubartstr.,Räuschstr.,E. Räuschstr.,Berlin,52.5763431,13.2950446
Reinickendorf,Borsigwalde,Holzhauser Str.,Jacobsenweg,Soltauer Str.,Nr. 57 Haltestelle,Berlin,52.5763431,13.2950446
Reinickendorf,Borsigwalde,Holzhauser Str.,Räuschstr.,Breitenbachstr.,Nr. 76 BVG,Berlin,52.5763431,13.2950446
Reinickendorf,Borsigwalde,Jacobsenweg,Drostestr.,Ernststr.,E. Drostestr.,Berlin,52.5806866,13.3009789
Reinickendorf,Borsigwalde,Klinnerweg,Ernststr.,Rüdnitzer Zeile,Ecke Ernststr.,Berlin,52.5867119,13.3032246
Reinickendorf,Borsigwalde,Miraustr.,Rüdnitzer Zeile,Borsigwalder Weg,Nr. 100-118 Grundschule,Berlin,52.5778888,13.3153695
Reinickendorf,Borsigwalde,Miraustr.,Borsigwalder Weg,Rüdnitzer Zeile,Nr. 127,Berlin,52.5778888,13.3153695
Reinickendorf,Borsigwalde,Miraustr.,Holzhauser Str.,Ernststr.,Nr. 54,Berlin,52.5778888,13.3153695
Reinickendorf,Borsigwalde,Räuschstr.,Ernststr.,Borsigwalder Weg,Nr. 18-20,Berlin,52.5836904,13.3013025
Reinickendorf,Borsigwalde,Schubartstr.,Borsigwalder Weg,Ernststr.,E. Ernststr.,Berlin,52.585451,13.3012177
Reinickendorf,Borsigwalde,Schubartstr.,Borsigwalder Weg,Ernststr.,Nr. 59,Berlin,52.585451,13.3012177
Reinickendorf,Borsigwalde,Schubartstr.,Ernststr.,Holzhauser Str.,Nr.  5 BVG,Berlin,52.585451,13.3012177
Reinickendorf,Borsigwalde,Schubartstr.,Holzhauser Str.,Ernststr.,Nr.  6 BVG,Berlin,52.585451,13.3012177
Reinickendorf,Borsigwalde,Schubartstr.,Holzhauser Str.,Ernststr.,Nr. 50 BVG,Berlin,52.585451,13.3012177
Reinickendorf,Borsigwalde,Tietzstr.,Straße 12,Borsigwalder Weg,Nr. 44  (Am Durchgang zum Klinnerweg),Berlin,52.5848375,13.3038539
Reinickendorf,Borsigwalde,Tietzstr.,Ernststr.,Straße 12,E. Ernststr.,Berlin,52.5848375,13.3038539
Reinickendorf,Borsigwalde,Tietzstr.,Holzhauser Str.,Ernststr.,Nr. 12 Kita,Berlin,52.5848375,13.3038539
Reinickendorf,Borsigwalde,Tietzstr.,Holzhauser Str.,Ernststr.,Nr. 28,Berlin,52.5848375,13.3038539
Reinickendorf,Borsigwalde,Ziekowstr.,Trettachzeile,Trepliner Weg,E. Trepliner Weg BVG,Berlin,52.589904,13.2924895
Reinickendorf,Tegel,Altenhofer Weg,Letschiner Weg,Ziekowstr.,geg. Nr. 6-8,Berlin,52.5875579,13.2959452
Reinickendorf,Tegel,Altenhofer Weg,Nassenheider Weg,Eichstädter Weg,Kita,Berlin,52.5875579,13.2959452
Reinickendorf,Tegel,Am Borsigturm,Berliner Str.,Am Borsigturm,MC-Donald,Berlin,52.5830265,13.2852937
Reinickendorf,Tegel,Am Borsigturm,Berliner Str.,Am Borsigturm,Center,Berlin,52.5830265,13.2852937
Reinickendorf,Tegel,Am Borsigturm,Berliner Str.,Am Borsigturm,Eingang Center,Berlin,52.5830265,13.2852937
Reinickendorf,Tegel,Am Borsigturm,Berliner Str.,Am Borsigturm,Mc Donald,Berlin,52.5830265,13.2852937
Reinickendorf,Tegel,Am Borsigturm,Berliner Str.,Am Borsigturm,Mc Donald,Berlin,52.5830265,13.2852937
Reinickendorf,Tegel,An der Oberrealschule,Hatzfeldtallee,Tile-Brügge-Weg,E. Hatzfeldtallee,Berlin,52.5921468,13.289709
Reinickendorf,Tegel,An der Oberrealschule,Tile-Brügge-Weg,Hatzfeldtallee,E. Tile-Brügge-Weg,Berlin,52.5921468,13.289709
Reinickendorf,Tegel,An der Oberrealschule,Tile-Brügge-Weg,Hatzfeldtallee,E. Hatzfeldtallee,Berlin,52.5921468,13.289709
Reinickendorf,Tegel,Ascheberger Weg,Nordhellesteig,Herscheider Weg,Nr. 20,Berlin,52.5728349,13.2759953
Reinickendorf,Tegel,Ascheberger Weg,Finnentroper Weg,Attendorner Weg,Nr. 8a,Berlin,52.5728349,13.2759953
Reinickendorf,Tegel,Ascheberger Weg,Sterkrader Str.,Finnentroper Weg,Nr. 2,Berlin,52.5728349,13.2759953
Reinickendorf,Tegel,Ascheberger Weg,Borkener Weg,Nicht zugeordnet,Nr. 42,Berlin,52.5728349,13.2759953
Reinickendorf,Tegel,Attendorner Weg,Billerbecker Weg,Ascheberger Weg,Nr. 2,Berlin,52.5709833,13.2827783
Reinickendorf,Tegel,Beckumer Str.,Biedenkopfer Str.,Egellsstr.,Nr. 22,Berlin,52.5804885,13.2873587
Reinickendorf,Tegel,Berliner Str.,Am Borsigturm,Am Borsigturm,E. Am Borsigturm BVG,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Veitstr.,Am Borsigturm,Center BVG,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Veitstr.,Am Borsigturm,Nr. 14,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Am Borsigturm,Berliner Str.,E. Am Borsigturm,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Wittestr.,Ernststr.,E. Ernststr. BVG,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Nicht zugeordnet,Wittestr.,geg. Nr. 43,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Holzhauser Str.,Namslaustr.,E. Holzhauser Str. BVG,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Namslaustr.,Biedenkopfer Str.,geg. Nr. 49 BVG,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Biedenkopfer Str.,Namslaustr.,E. Namslaustr. BVG,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Berliner Str.,Namslaustr.,Bernauer Str.,Nr. 55,Berlin,52.6202808,13.3134726
Reinickendorf,Tegel,Bernauer Str.,Sterkrader Str.,Oelder Weg,Nr. 66,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Oelder Weg,Kamener Weg,geg. Nr.105 BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Krumpuhler Weg,Neheimer Str.,geg. Nr. 138a BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Krumpuhler Weg,Neheimer Str.,E. Neheimer Str.,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Bocholter Weg,Krumpuhler Weg,Nr. 133 BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Kamener Weg,Oelder Weg,Nr. 103 BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Oelder Weg,Sterkrader Str.,Nr. 73/69,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Oelder Weg,Sterkrader Str.,Nr. 67,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Sterkrader Str.,Mescheder Weg,Nr. 61 BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Sterkrader Str.,Mescheder Weg,Nr. 33,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Mescheder Weg,Sterkrader Str.,Nr. 12 BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Mescheder Weg,Sterkrader Str.,geg. Nr. 59 BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Bernauer Str.,Berliner Str.,Bernauer Str.,E. Berliner Str. BVG,Berlin,52.5535586,13.2497757
Reinickendorf,Tegel,Biedenkopfer Str.,Berliner Str.,Beckumer Str.,Nr. 20,Berlin,52.579894,13.2895789
Reinickendorf,Tegel,Biedenkopfer Str.,Sterkrader Str.,Beckumer Str.,Nr. 33,Berlin,52.579894,13.2895789
Reinickendorf,Tegel,Bollestr.,Myrtenweg,Havelmüllerweg,Nr. 24,Berlin,52.5912254,13.2978074
Reinickendorf,Tegel,Bollestr.,Gorkistr.,Tile-Brügge-Weg,Nr.10 / Tile-Brügge-Weg,Berlin,52.5912254,13.2978074
Reinickendorf,Tegel,Borkener Weg,Borkener Weg,Werdohler Weg,geg. Nr. 40,Berlin,52.5730005,13.2743859
Reinickendorf,Tegel,Egellsstr.,Berliner Str.,Beckumer Str.,Nr. 8,Berlin,52.580953,13.2893156
Reinickendorf,Tegel,Egellsstr.,Berliner Str.,Beckumer Str.,Nr. 16,Berlin,52.580953,13.2893156
Reinickendorf,Tegel,Ernststr.,Berliner Str.,Ernststraßenbrücke,am Enststraßensteg,Berlin,52.5829759,13.2974676
Reinickendorf,Tegel,Gorkistr.,Illerzeile,Eschachstr.,Nr. 25 BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Gorkistr.,Ziekowstr.,Illerzeile,Nr. 45,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Gorkistr.,Bollestr.,Marzahnstr.,Nr. 81,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Gorkistr.,Prendener Zeile,Bollestr.,Nr. 87 BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Gorkistr.,Gorkistr.,Miraustr.,Nr. 145 BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Gorkistr.,Illerzeile,Ziekowstr.,Nr. 38 BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Gorkistr.,Bollestr.,Prendener Zeile,geg. Nr. 89 BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Gorkistr.,Miraustr.,Nicht zugeordnet,Nr. 150 BVG,Berlin,52.5931718,13.3121624
Reinickendorf,Tegel,Hatzfeldtallee,Marzahnstr.,Ziekowstr.,Nr. 29,Berlin,52.5924307,13.2913452
Reinickendorf,Tegel,Hatzfeldtallee,Eschachstr.,An der Oberrealschule,Nr. 2-4  Schule,Berlin,52.5924307,13.2913452
Reinickendorf,Tegel,Hatzfeldtallee,An der Oberrealschule,Ziekowstr.,Nr. 6,Berlin,52.5924307,13.2913452
Reinickendorf,Tegel,Holzhauser Str.,Holzhauser Str.,111 AS Holzhauser Str Einf v Holzhauser,Nr. 4/8,Berlin,52.5763431,13.2950446
Reinickendorf,Tegel,Holzhauser Str.,Seidelstr.,Holzhauser Str.,E. Seidelstr. BVG,Berlin,52.5763431,13.2950446
Reinickendorf,Tegel,Holzhauser Str.,Nicht zugeordnet,Nicht zugeordnet,o.Nr. / Berliner Str.,Berlin,52.5763431,13.2950446
Reinickendorf,Tegel,Holzhauser Str.,111 AS Holzhauser Str Ausf n Holzhauser,Nicht zugeordnet,Nr. 1/7,Berlin,52.5763431,13.2950446
Reinickendorf,Tegel,Kamener Weg,Coesfelder Weg,Billerbecker Weg,Nr. 10,Berlin,52.5718331,13.2779596
Reinickendorf,Tegel,Kamener Weg,Coesfelder Weg,Bernauer Str.,E. Coesfelder Weg,Berlin,52.5718331,13.2779596
Reinickendorf,Tegel,Namslaustr.,Beckumer Str.,Beckumer Str.,o. Nr. VK,Berlin,52.5785532,13.2825139
Reinickendorf,Tegel,Neheimer Str.,Borsigdamm,Liesborner Weg,Nr. 12 BVG,Berlin,52.5769826,13.2726265
Reinickendorf,Tegel,Oelder Weg,Bernauer Str.,Coesfelder Weg,E. Coesfelder Weg,Berlin,52.5752306,13.2820791
Reinickendorf,Tegel,Sendener Weg,Selmer Pfad,Dattelner Weg,E. Dattelner Weg,Berlin,52.5720652,13.2709878
Reinickendorf,Tegel,Sterkrader Str.,Bottroper Weg,Stockumer Str.,E. Bottroper Weg,Berlin,52.5786245,13.2839484
Reinickendorf,Tegel,Sterkrader Str.,Betzdorfer Pfad,Nicht zugeordnet,E. Betzdorfer Pfad,Berlin,52.5786245,13.2839484
Reinickendorf,Tegel,Sterkrader Str.,Nicht zugeordnet,Betzdorfer Pfad,Nr. 2,Berlin,52.5786245,13.2839484
Reinickendorf,Tegel,Sterkrader Str.,Bottroper Weg,Namslaustr.,Nr. 46,Berlin,52.5786245,13.2839484
Reinickendorf,Tegel,Sterkrader Str.,Bottroper Weg,Namslaustr.,E. Namslaustr.,Berlin,52.5786245,13.2839484
Reinickendorf,Tegel,Stockumer Str.,Sterkrader Str.,Wickeder Str.,Nr. 4,Berlin,52.5764186,13.2882354
Reinickendorf,Tegel,Stockumer Str.,Sterkrader Str.,Wickeder Str.,E. Wickeder Str.,Berlin,52.5764186,13.2882354
Reinickendorf,Tegel,Tile-Brügge-Weg,An der Oberrealschule,Eschachstr.,E.  An der Oberrealschule,Berlin,52.5919914,13.2970098
Reinickendorf,Tegel,Tile-Brügge-Weg,Ziekowstr.,An der Oberrealschule,Nr. 25,Berlin,52.5919914,13.2970098
Reinickendorf,Tegel,Tile-Brügge-Weg,Ziekowstr.,An der Oberrealschule,Nr. 21,Berlin,52.5919914,13.2970098
Reinickendorf,Tegel,Tile-Brügge-Weg,Bollestr.,Marzahnstr.,E. Bollestr.,Berlin,52.5919914,13.2970098
Reinickendorf,Tegel,Tile-Brügge-Weg,Bollestr.,Marzahnstr.,Nr. 57,Berlin,52.5919914,13.2970098
Reinickendorf,Tegel,Tile-Brügge-Weg,Marzahnstr.,Bollestr.,Nr. 50,Berlin,52.5919914,13.2970098
Reinickendorf,Tegel,Tile-Brügge-Weg,Bollestr.,An der Heide,E. Bollestr.,Berlin,52.5919914,13.2970098
Reinickendorf,Tegel,Werdohler Weg,Attendorner Weg,Plettenberger Pfad,Nr. 8,Berlin,52.5708822,13.2775974
Reinickendorf,Tegel,Werdohler Weg,Westiger Pfad,Kamener Weg,Nr. 43,Berlin,52.5708822,13.2775974
Reinickendorf,Tegel,Werdohler Weg,Kamener Weg,Herscheider Weg,Nr. 41,Berlin,52.5708822,13.2775974
Reinickendorf,Tegel,Ziekowstr.,Ziekowstr.,Hatzfeldtallee,E. Hatzfeldtallee BVG,Berlin,52.589904,13.2924895
Reinickendorf,Tegel,Ziekowstr.,Hatzfeldtallee,Ziekowstr.,o.Nr. BVG,Berlin,52.589904,13.2924895
Reinickendorf,Tegel,Ziekowstr.,Gorkistr.,Tile-Brügge-Weg,Nr. 134,Berlin,52.589904,13.2924895
Reinickendorf,Tegel,Ziekowstr.,Wilhelm-Blume-Allee,Waidmannsluster Damm,Nr. 164 BVG,Berlin,52.589904,13.2924895
Reinickendorf,Tegel,Ziekowstr.,Waidmannsluster Damm,Wilhelm-Blume-Allee,Nr. 163 BVG,Berlin,52.589904,13.2924895
Reinickendorf,Tegel,Ziekowstr.,Trettachzeile,Breitachzeile,Nr. 86 BVG,Berlin,52.589904,13.2924895
Reinickendorf,Tegel,Ziekowstr.,Breitachzeile,Oeserstr.,Nr. 112,Berlin,52.589904,13.2924895
Reinickendorf,Wittenau,Holzhauser Str.,Holzhauser Str.,Holzhauser Str.,Nr. 48/50 BVG,Berlin,52.5763431,13.2950446
Reinickendorf,Heiligensee,Alt-Heiligensee,Fährstr.,Straße 366,Nr. 76 BVG,Berlin,52.6103938,13.2151833
Reinickendorf,Heiligensee,Alt-Heiligensee,Fährstr.,Straße 366,E. Fährstr.,Berlin,52.6103938,13.2151833
Reinickendorf,Heiligensee,Alt-Heiligensee,Alt-Heiligensee,Sandhauser Brücke,Nr. 112 BVG,Berlin,52.6103938,13.2151833
Reinickendorf,Heiligensee,Alt-Heiligensee,Straße 366,Fährstr.,geg. Nr. 74 BVG,Berlin,52.6103938,13.2151833
Reinickendorf,Heiligensee,Alt-Heiligensee,Sandhauser Brücke,Alt-Heiligensee,geg. Nr. 112 BVG,Berlin,52.6103938,13.2151833
Reinickendorf,Heiligensee,Alt-Heiligensee,Hennigsdorfer Str.,Heiligenseestr.,E. Heiligenssestr. BVG,Berlin,52.6103938,13.2151833
Reinickendorf,Heiligensee,Am Dachsbau,Helmkrautstr.,Kurzebracker Weg,Nr. 72,Berlin,52.61165105,13.230087069082654
Reinickendorf,Heiligensee,Am Dachsbau,Im Erpelgrund,Rotwildpfad,Nr. 3 Kita,Berlin,52.61165105,13.230087069082654
Reinickendorf,Heiligensee,Am Dachsbau,Im Rehgrund,Schulzendorfer Str.,E. Schulzendorfer Str.,Berlin,52.61165105,13.230087069082654
Reinickendorf,Heiligensee,Am Dachsbau,Kurzebracker Weg,Helmkrautstr.,Nr. 91,Berlin,52.61165105,13.230087069082654
Reinickendorf,Heiligensee,Heiligenseestr.,Büsumer Pfad,Schulzendorfer Str.,Nr. 202 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Am Dachsbau,Nicht zugeordnet,E. Am Dachsbau BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Meldorfer Steig,Wesselburer Weg,Nr. 148 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,An der Schneise,Dambockstr.,Nr. 10 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Süderholmer Steig,Wesselburer Weg,Nr. 151 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Am Dachsbau,Bekassinenweg,geg. Nr. 112 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Bekassinenweg,Am Südfeld,geg. Nr. 88 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Reiherallee,Dambockstr.,E. Reiherallee BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Dambockstr.,An der Schneise,Nr. 7 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Bläßhuhnweg,Bekassinenweg,Nr. 92 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Heiligenseestr.,Reiherallee,Bläßhuhnweg,Nr. 56 BVG,Berlin,52.6058286,13.2315111
Reinickendorf,Heiligensee,Hennigsdorfer Str.,Nicht zugeordnet,Krantorweg,Nr. 125 BVG,Berlin,52.6236702,13.22523
Reinickendorf,Heiligensee,Hennigsdorfer Str.,Krumminer Weg,Kurzebracker Weg,Nr. 91 BVG,Berlin,52.6236702,13.22523
Reinickendorf,Heiligensee,Hennigsdorfer Str.,Schulzendorfer Str.,Schönbaumer Weg,Nr. 34 BVG,Berlin,52.6236702,13.22523
Reinickendorf,Heiligensee,Hennigsdorfer Str.,Nicht zugeordnet,Schönbaumer Weg,Nr. 33 BVG,Berlin,52.6236702,13.22523
Reinickendorf,Heiligensee,Hennigsdorfer Str.,Kurzebracker Weg,Mattenbuder Pfad,Nr. 59a BVG,Berlin,52.6236702,13.22523
Reinickendorf,Heiligensee,Hennigsdorfer Str.,Kurzebracker Weg,Krumminer Weg,Nr. 94 BVG,Berlin,52.6236702,13.22523
Reinickendorf,Heiligensee,Hennigsdorfer Str.,Lubminer Pfad,Krantorweg,Nr.122 BVG,Berlin,52.6236702,13.22523
