Bezirk,Ortsteil,Straße,Str. Anfang,Str. Ende,Ortsbeschreibung,Stadt,lat,lon
Charlottenburg-Wilmersdorf,Wilmersdorf,Württembergische Str.,Wittelsbacherstr.,Zähringerstr.,Nr. 17,Berlin,52.4965336,13.3157972
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,Saatwinkler Damm,Friedrich-Olbricht-Damm,Riedemannweg,Nr.60,Berlin,52.5403694,13.3269344
Mitte,Wedding,Charles-Corcelle-Ring,Kurt-Schumacher-Damm,Charles-Corcelle-Ring,Zufahrt Kaserne,Berlin,52.5538126,13.3106124
Mitte,Wedding,Kurt-Schumacher-Damm,Gustave-Courbet-Str.,Rue Ambroise Pare,o.Nr.,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Kurt-Schumacher-Damm,Allee du Stade,Festplatz,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Kurt-Schumacher-Damm,Allee du Stade,Festplatz,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Kurt-Schumacher-Damm,Allee du Stade,Festplatz,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Kurt-Schumacher-Damm,Allee du Stade,o. Nr.,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Straße 442,Kapweg,Nr.21/17 Taxistand,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Straße 442,Kapweg,o. Nr.,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Straße 442,Kapweg,o. Nr.,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Straße 442,Kapweg,o. Nr.,Berlin,52.5613309,13.3263254
Mitte,Wedding,Kurt-Schumacher-Damm,Kurt-Schumacher-Damm,Straße 442,o.Nr. (Haltestelle),Berlin,52.5613309,13.3263254
Reinickendorf,Reinickendorf,Auguste-Viktoria-Allee,Eichborndamm,Antonienstr.,Nr. 42 BVG,Berlin,52.5719009,13.3097205
Reinickendorf,Reinickendorf,Auguste-Viktoria-Allee,Auguste-Viktoria-Allee,Klixstr.,E. Klixstr.,Berlin,52.5719009,13.3097205
Reinickendorf,Reinickendorf,Auguste-Viktoria-Allee,Klixstr.,Antonienstr.,Nr. 55 BVG,Berlin,52.5719009,13.3097205
Reinickendorf,Reinickendorf,Auguste-Viktoria-Allee,Auguste-Viktoria-Allee,Quäkerstr.,Nr. 50a,Berlin,52.5719009,13.3097205
Reinickendorf,Reinickendorf,Auguste-Viktoria-Allee,Auguste-Viktoria-Allee,Quäkerstr.,Nr. 52 BVG,Berlin,52.5719009,13.3097205
Reinickendorf,Reinickendorf,Auguste-Viktoria-Allee,Quäkerstr.,Auguste-Viktoria-Allee,Nr. 53 BVG,Berlin,52.5719009,13.3097205
Reinickendorf,Reinickendorf,Blankestr.,Reuterstr.,Blankestr.,Nr. 11,Berlin,52.564193,13.330421
Reinickendorf,Reinickendorf,Blankestr.,Blankestr.,Reuterstr.,geg. Nr. 11,Berlin,52.564193,13.330421
Reinickendorf,Reinickendorf,Eichborndamm,Zobeltitzstr.,Auguste-Viktoria-Allee,Nr. 34 BVG,Berlin,52.5780006,13.3157197
Reinickendorf,Reinickendorf,Eichborndamm,Zobeltitzstr.,Auguste-Viktoria-Allee,Nr. 26,Berlin,52.5780006,13.3157197
Reinickendorf,Reinickendorf,Eichborndamm,Zobeltitzstr.,Auguste-Viktoria-Allee,Nr. 32,Berlin,52.5780006,13.3157197
Reinickendorf,Reinickendorf,Eichborndamm,Scharnweberstr.,Zobeltitzstr.,Nr.2,Berlin,52.5780006,13.3157197
Reinickendorf,Reinickendorf,Foxweg,Quäkerstr.,Foxweg,An der Schule,Berlin,52.5741901,13.3087255
Reinickendorf,Reinickendorf,General-Barby-Str.,Auguste-Viktoria-Allee,Zobeltitzstr.,Nr. 27 BVG,Berlin,52.5740655,13.3186898
Reinickendorf,Reinickendorf,General-Barby-Str.,Zobeltitzstr.,Auguste-Viktoria-Allee,Nr. 28,Berlin,52.5740655,13.3186898
Reinickendorf,Reinickendorf,General-Barby-Str.,Zobeltitzstr.,Auguste-Viktoria-Allee,Nr. 52,Berlin,52.5740655,13.3186898
Reinickendorf,Reinickendorf,General-Barby-Str.,Scharnweberstr.,Zobeltitzstr.,E. Zobelitzstr. Nr. 24,Berlin,52.5740655,13.3186898
Reinickendorf,Reinickendorf,General-Woyna-Str.,Zobeltitzstr.,Scharnweberstr.,Ecke Zobeltitzstr.,Berlin,52.5692204,13.3154066
Reinickendorf,Reinickendorf,General-Woyna-Str.,Scharnweberstr.,General-Woyna-Str.,Am Fußweg,Berlin,52.5692204,13.3154066
Reinickendorf,Reinickendorf,Großkopfstr.,Ollenhauerstr.,Reuterstr.,ecke Reuterstr.,Berlin,52.5660394,13.328691
Reinickendorf,Reinickendorf,Hechelstr.,Zobeltitzstr.,Scharnweberstr.,Nr.1,Berlin,52.5692135,13.3230892
Reinickendorf,Reinickendorf,Kapweg,Kurt-Schumacher-Damm,Scharnweberstr.,Nr. 3,Berlin,52.5625359,13.3270005
Reinickendorf,Reinickendorf,Kapweg,Kurt-Schumacher-Damm,Scharnweberstr.,E. Scharnweberstr.,Berlin,52.5625359,13.3270005
Reinickendorf,Reinickendorf,Klixstr.,Auguste-Viktoria-Allee,Zobeltitzstr.,Nr. 19,Berlin,52.5717883,13.3105991
Reinickendorf,Reinickendorf,Klixstr.,Auguste-Viktoria-Allee,Zobeltitzstr.,E. Zobelitzstr.,Berlin,52.5717883,13.3105991
Reinickendorf,Reinickendorf,Klixstr.,Zobeltitzstr.,Scharnweberstr.,Nr. 30,Berlin,52.5717883,13.3105991
Reinickendorf,Reinickendorf,Klixstr.,Scharnweberstr.,Zobeltitzstr.,Nr. 6-8,Berlin,52.5717883,13.3105991
Reinickendorf,Reinickendorf,Kögelstr.,Ollenhauerstr.,Dahnstr.,Ecke Dahnstr,Berlin,52.5677017,13.3309088
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Scharnweberstr.,Kurt-Schumacher-Damm,Kurt-Schumacher-Platz,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Scharnweberstr.,Kurt-Schumacher-Damm,Kurt-Schumacher-Platz,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Scharnweberstr.,Kurt-Schumacher-Damm,U-Bhf.,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Scharnweberstr.,Kurt-Schumacher-Damm,U-Bhf.,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Kapweg,Straße 462,E.Kapweg,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Kapweg,Straße 462,Taxistand,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Kapweg,Straße 462,U-Bhf.,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Kapweg,Straße 462,o. Nr.,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Straße 462,Scharnweberstr.,Clou,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Straße 455,Kurt-Schumacher-Damm,MC Donald,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Kurt-Schumacher-Damm,Straße 455,Kurt-Schumacher-Damm,MC Donald,Berlin,52.5619209,13.32641
Reinickendorf,Reinickendorf,Ollenhauerstr.,Großkopfstr.,Kögelstr.,E. Kögelstr.,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Von-der-Gablentz-Str.,Großkopfstr.,Nr. 10 BVG,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Kögelstr.,Humboldtstr.,Nr. 24 BVG,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Waldstr.,Schulenburgstr.,Nr. 86/87 BVG,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Humboldtstr.,Pfahlerstr.,Nr. 44b BVG,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Kienhorststr.,Pfahlerstr.,geg. Nr.45 BVG,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Auguste-Viktoria-Allee,Kögelstr.,Nr. 112 BVG,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Kögelstr.,Großkopfstr.,Nr. 128,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Ollenhauerstr.,Friedrich-Karl-Str.,Scharnweberstr.,Nr. 139,Berlin,52.5756353,13.3322509
Reinickendorf,Reinickendorf,Quäkerstr.,Auguste-Viktoria-Allee,Foxweg,Nr. 2,Berlin,52.572835,13.3080331
Reinickendorf,Reinickendorf,Quäkerstr.,Auguste-Viktoria-Allee,Foxweg,Nr. 8,Berlin,52.572835,13.3080331
Reinickendorf,Reinickendorf,Quäkerstr.,Auguste-Viktoria-Allee,Foxweg,o. Nr.,Berlin,52.572835,13.3080331
Reinickendorf,Reinickendorf,Scharnweberstr.,Blankestr.,Ollenhauerstr.,Nr. 14,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Gotthardstr.,Blankestr.,E. Blankestr.,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Klixstr.,Scharnweberstr.,o. Nr.,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Eichborndamm,Antonienstr.,Nr. 64,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Graf-Haeseler-Str.,Eichborndamm,Nr. 59,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,General-Woyna-Str.,Graf-Haeseler-Str.,Nr. 55,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,General-Barby-Str.,General-Woyna-Str.,E. General-Woyna-Str.,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,General-Barby-Str.,General-Woyna-Str.,Nr. 52,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Engelmannweg,Uranusweg,Nr. 45,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Schillingstr.,Engelmannweg,Nr. 39,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Schillingstr.,Engelmannweg,Nr. 38,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Hechelstr.,Schillingstr.,Nr. 37,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Hechelstr.,Schillingstr.,Nr. 34,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Scharnweberstr.,Hechelstr.,Nr. 33,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Ollenhauerstr.,Scharnweberstr.,Nr. 26,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Engelmannweg,Schillingstr.,Nr. 110,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Schillingstr.,Hechelstr.,Nr. 114,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Hechelstr.,Kurt-Schumacher-Damm,Nr. 129,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Blankestr.,Kapweg,Nr. 139,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Blankestr.,Kapweg,Nr. 140,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Antonienstr.,Eichborndamm,geg. Nr. 65,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Antonienstr.,Eichborndamm,geg. Nr. 64,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Eichborndamm,Graf-Haeseler-Str.,Ecke BAB-Ausfahrt,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,General-Woyna-Str.,General-Barby-Str.,Nr. 91,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,General-Barby-Str.,Uranusweg,Nr. 100 / Uranusweg,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Eichborndamm,Scharnweberstr.,U-Bahnausgang,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Scharnweberstr.,Eichborndamm,Scharnweberstr.,U-Bahneingang,Berlin,52.5624689,13.3308932
Reinickendorf,Reinickendorf,Schillingstr.,Zobeltitzstr.,Auguste-Viktoria-Allee,E. Zobeltitzstr Nr.16,Berlin,52.5683609,13.3212276
Reinickendorf,Reinickendorf,Straße 462,Kurt-Schumacher-Damm,Nordlichtstr.,Haltestelle,Berlin,52.5631412,13.3251387
Reinickendorf,Reinickendorf,Straße 462,Kurt-Schumacher-Damm,Nordlichtstr.,Haltestelle,Berlin,52.5631412,13.3251387
Reinickendorf,Reinickendorf,Straße 462,Kurt-Schumacher-Damm,Nordlichtstr.,o. Nr.,Berlin,52.5631412,13.3251387
Reinickendorf,Reinickendorf,Uranusweg,Uranusweg,Scharnweberstr.,E. Scharnweberstr.,Berlin,52.5654509,13.3165451
Reinickendorf,Reinickendorf,Zobeltitzstr.,General-Woyna-Str.,Graf-Haeseler-Str.,E. General_Woyna-Str.,Berlin,52.5683609,13.3212276
Reinickendorf,Reinickendorf,Zobeltitzstr.,Hechelstr.,Schillingstr.,E. Schillingstr.,Berlin,52.5683609,13.3212276
Reinickendorf,Reinickendorf,Zobeltitzstr.,Belowstr.,Berenhorststr.,Sporthalle,Berlin,52.5683609,13.3212276
Reinickendorf,Reinickendorf,Zobeltitzstr.,Klixstr.,Antonienstr.,E. Antonienstr.,Berlin,52.5683609,13.3212276
Reinickendorf,Reinickendorf,Zobeltitzstr.,Graf-Haeseler-Str.,General-Woyna-Str.,E. Graf-Haeseler-Str.,Berlin,52.5683609,13.3212276
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Rue Dominique Larrey,Charles-Corcelle-Ring,o.Nr.,Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Charles-Corcelle-Ring,Rue Charles Calmette,o. Nr.,Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Rue Charles Calmette,Kurt-Schumacher-Damm,Haltestelle (Kaserne Südtor),Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Rue Charles Calmette,Kurt-Schumacher-Damm,Haltestelle (Kaserne Nordtor),Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Kurt-Schumacher-Damm,Kurt-Schumacher-Damm,Haltestelle (geg. Kaserne Nordtor),Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Rue Charles Calmette,Charles-Corcelle-Ring,Nr. 3,Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Charles-Corcelle-Ring,Rue Ambroise Pare,o.Nr.,Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Kurt-Schumacher-Damm,Charles-Corcelle-Ring,Rue Ambroise Pare,o. Nr.,Berlin,52.5619209,13.32641
Reinickendorf,Tegel,Quäkerstr.,Otisstr.,Foxweg,geg. Foxweg BVG,Berlin,52.572835,13.3080331
Reinickendorf,Tegel,Seidelstr.,Bernauer Str.,Holzhauser Str.,Nr. 32,Berlin,52.5691345,13.3022766
Reinickendorf,Tegel,Seidelstr.,Dessinstr.,Flohrstr.,Nr. 38 Eingang JVA,Berlin,52.5691345,13.3022766
Reinickendorf,Tegel,Seidelstr.,Dessinstr.,Flohrstr.,Nr. 40 Eingang JVA,Berlin,52.5691345,13.3022766
Reinickendorf,Tegel,Seidelstr.,Bernauer Str.,Bernauer Str.,E. Bernauer Str. BVG,Berlin,52.5691345,13.3022766
Charlottenburg-Wilmersdorf,Charlottenburg,Bismarckstr.,Suarezstr.,Fritschestr.,Nr. 71,Berlin,52.5126279,13.3206017
Charlottenburg-Wilmersdorf,Charlottenburg,Dresselstr.,Spiegelweg,Riehlstr.,Nr.  4,Berlin,52.5085959,13.2847892
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Sophie-Charlotten-Str.,Riehlstr.,Nr. 13,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Wundtstr.,Danckelmannstr.,o. Nr.,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Witzlebenstr.,Wundtstr.,Nr. 3,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Schloßstr.,Sophie-Charlotte-Platz,Ecke Schloßstr.,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Riehlstr.,Sophie-Charlotten-Str.,Nr. 98,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Riehlstr.,Sophie-Charlotten-Str.,Nr.108,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Witzlebenplatz,Wundtstr.,E. Witzlebenplatz,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Kaiserdamm,Sophie-Charlotten-Str.,Witzlebenplatz,Nr. 13 ( Lidl ),Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Charlottenburg,Knobelsdorffstr.,Knobelsdorffstr.,Sophie-Charlotten-Str.,E. Sophie-Charlotten-Str.,Berlin,52.5129627,13.2867031
Charlottenburg-Wilmersdorf,Charlottenburg,Knobelsdorffstr.,Knobelsdorffstr.,Epiphanienweg,Nr.74,Berlin,52.5129627,13.2867031
Charlottenburg-Wilmersdorf,Charlottenburg,Neue Kantstr.,Ostpreußenbrücke,Dernburgstr.,Nr. 17,Berlin,52.5067571,13.2947161
Charlottenburg-Wilmersdorf,Charlottenburg,Neue Kantstr.,Wundtstr.,Ostpreußenbrücke,Ecke Wundtstr.,Berlin,52.5067571,13.2947161
Charlottenburg-Wilmersdorf,Charlottenburg,Philippistr.,Sophie-Charlotten-Str.,Saldernstr.,Nr. 1,Berlin,52.5112785,13.2863551
Charlottenburg-Wilmersdorf,Charlottenburg,Philippistr.,Saldernstr.,Sophie-Charlotten-Str.,Nr. 9,Berlin,52.5112785,13.2863551
Charlottenburg-Wilmersdorf,Charlottenburg,Riehlstr.,Kaiserdammbrücke,Dresselstr.,Nr. 6 A,Berlin,52.5092646,13.2860674
Charlottenburg-Wilmersdorf,Charlottenburg,Saldernstr.,Kaiserdamm,Philippistr.,Nr.1,Berlin,52.5112785,13.2863551
Charlottenburg-Wilmersdorf,Charlottenburg,Saldernstr.,Kaiserdamm,Philippistr.,Nr.2,Berlin,52.5112785,13.2863551
Charlottenburg-Wilmersdorf,Westend,Ahornallee,Platanenallee,Klaus-Groth-Str.,Nr. 21,Berlin,52.5098328,13.2739865
Charlottenburg-Wilmersdorf,Westend,Ahornallee,Klaus-Groth-Str.,Hölderlinstr.,Nr. 24,Berlin,52.5098328,13.2739865
Charlottenburg-Wilmersdorf,Westend,Ahornallee,Kaiserdamm,Hölderlinstr.,Nr. 28,Berlin,52.5098328,13.2739865
Charlottenburg-Wilmersdorf,Westend,Ahornallee,Klaus-Groth-Str.,Platanenallee,Nr. 33 a,Berlin,52.5098328,13.2739865
Charlottenburg-Wilmersdorf,Westend,Bredtschneiderstr.,Soorstr.,Meerscheidtstr.,geg. Meerscheidtstr.,Berlin,52.5086831,13.2799623
Charlottenburg-Wilmersdorf,Westend,Bredtschneiderstr.,Meerscheidtstr.,Messedamm,E. Messedamm,Berlin,52.5086831,13.2799623
Charlottenburg-Wilmersdorf,Westend,Bredtschneiderstr.,Meerscheidtstr.,Messedamm,geg. Finanzamt,Berlin,52.5086831,13.2799623
Charlottenburg-Wilmersdorf,Westend,Bredtschneiderstr.,Meerscheidtstr.,Messedamm,geg. Finanzamt,Berlin,52.5086831,13.2799623
Charlottenburg-Wilmersdorf,Westend,Fredericiastr.,Königin-Elisabeth-Str.,Meerscheidtstr.,Nr.7,Berlin,52.5111111,13.2832485
Charlottenburg-Wilmersdorf,Westend,Fredericiastr.,Soorstr.,Meerscheidtstr.,Nr.17,Berlin,52.5111111,13.2832485
Charlottenburg-Wilmersdorf,Westend,Fredericiastr.,Stülpnagelstr.,Rognitzstr.,Nr.30,Berlin,52.5111111,13.2832485
Charlottenburg-Wilmersdorf,Westend,Fredericiastr.,Rognitzstr.,Stülpnagelstr.,Nr. 1,Berlin,52.5111111,13.2832485
Charlottenburg-Wilmersdorf,Westend,Fredericiastr.,Rognitzstr.,Stülpnagelstr.,Nr. 4A,Berlin,52.5111111,13.2832485
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Soorstr.,Ahornallee,Nr. 40,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Soorstr.,Ahornallee,Nr. 34 Tankstelle,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Meerscheidtstr.,Soorstr.,Nr.30 / Meerscheidtstr.,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Königin-Elisabeth-Str.,Meerscheidtstr.,Nr.29,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Königin-Elisabeth-Str.,Meerscheidtstr.,Nr. 26,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Stülpnagelstr.,Königin-Elisabeth-Str.,Nr. 24,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Soorstr.,Meerscheidtstr.,Nr. 82,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Messedamm,Stülpnagelstr.,E. Messedamm,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Stülpnagelstr.,Rognitzstr.,Nr. 95,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Stülpnagelstr.,Rognitzstr.,Nr. 90 ( BMW ),Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Theodor-Heuss-Platz,Soorstr.,E. Theodor-Heuss-Platz,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kaiserdamm,Theodor-Heuss-Platz,Soorstr.,Nr. 80,Berlin,52.5107202,13.291835
Charlottenburg-Wilmersdorf,Westend,Kastanienallee,Platanenallee,Halmstr.,Nr. 11/13 Schule,Berlin,52.5114274,13.2688731
Charlottenburg-Wilmersdorf,Westend,Kastanienallee,Halmstr.,Platanenallee,Nr.29a / Halmstr.,Berlin,52.5114274,13.2688731
Charlottenburg-Wilmersdorf,Westend,Kastanienallee,Reichsstr.,Halmstr.,Nr. 29 / Halmstr.,Berlin,52.5114274,13.2688731
Charlottenburg-Wilmersdorf,Westend,Klaus-Groth-Str.,Lindenallee,Ahornallee,Nr. 3,Berlin,52.5116693,13.2733846
Charlottenburg-Wilmersdorf,Westend,Knobelsdorffstr.,Epiphanienweg,Knobelsdorffstr.,am Durchgang,Berlin,52.5129627,13.2867031
Charlottenburg-Wilmersdorf,Westend,Königin-Elisabeth-Str.,Knobelsdorffstr.,Fredericiastr.,Nr.27,Berlin,52.5099249,13.2819239
Charlottenburg-Wilmersdorf,Westend,Königin-Elisabeth-Str.,Knobelsdorffstr.,Fredericiastr.,Nr.13,Berlin,52.5099249,13.2819239
Charlottenburg-Wilmersdorf,Westend,Königin-Elisabeth-Str.,Fredericiastr.,Kaiserdamm,Nr.5,Berlin,52.5099249,13.2819239
Charlottenburg-Wilmersdorf,Westend,Königin-Elisabeth-Str.,Kaiserdamm,Fredericiastr.,Nr. 2 BVG,Berlin,52.5099249,13.2819239
Charlottenburg-Wilmersdorf,Westend,Königin-Elisabeth-Str.,Fredericiastr.,Knobelsdorffstr.,Nr.16,Berlin,52.5099249,13.2819239
Charlottenburg-Wilmersdorf,Westend,Lindenallee,Hölderlinstr.,Reichsstr.,Nr. 27,Berlin,52.5101366,13.2717158
Charlottenburg-Wilmersdorf,Westend,Lindenallee,Hölderlinstr.,Klaus-Groth-Str.,Nr. 29 / Hölderlinstr.,Berlin,52.5101366,13.2717158
Charlottenburg-Wilmersdorf,Westend,Lindenallee,Theodor-Heuss-Platz,Hölderlinstr.,Nr. 28 Ecke Theodor-Heuss-Platz,Berlin,52.5101366,13.2717158
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Nicht zugeordnet,Soorstr.,Hammarskjöldplatz,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Nicht zugeordnet,Soorstr.,Hammarskjöldplatz,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Nicht zugeordnet,Soorstr.,Hammarskjöldplatz,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Nicht zugeordnet,Soorstr.,Hammarskjöldplatz,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Nicht zugeordnet,Soorstr.,Hammarskjöldplatz,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Soorstr.,Messedamm,Eingang Pasarelle,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Messedamm,Soorstr.,Nr. 2-6,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Messedamm,Soorstr.,Nr. 2-6,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Messedamm,Soorstr.,Nr. 2-6 (Taxiplatz),Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Soorstr.,Theodor-Heuss-Platz,Eingang RBB,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Soorstr.,Theodor-Heuss-Platz,Eingang RBB,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Masurenallee,Soorstr.,Theodor-Heuss-Platz,Nr. 20 - 16,Berlin,52.5065138,13.2790438
Charlottenburg-Wilmersdorf,Westend,Meerscheidtstr.,Fredericiastr.,Kaiserdamm,Nr.15,Berlin,52.5100311,13.2796996
Charlottenburg-Wilmersdorf,Westend,Messedamm,Masurenallee,Halenseestr.,Messeh. 16-22,Berlin,52.5100677,13.2816749
Charlottenburg-Wilmersdorf,Westend,Messedamm,Halenseestr.,Neue Kantstr.,Nr.11 (Eing. ICC),Berlin,52.5100677,13.2816749
Charlottenburg-Wilmersdorf,Westend,Messedamm,Halenseestr.,Neue Kantstr.,Nr.11 (Eing. ICC),Berlin,52.5100677,13.2816749
